lcl|CP094940.1_prot_UOM46721.1_1	K02313
lcl|CP094940.1_prot_UOM48415.1_1814	K10010
lcl|CP094940.1_prot_UOM48415.1_1814	K10038
lcl|CP094940.1_prot_UOM48416.1_1815	K07782
lcl|CP094940.1_prot_UOM48416.1_1815	K15852
lcl|CP094940.1_prot_UOM48416.1_1815	K18099
lcl|CP094940.1_prot_UOM48416.1_1815	K19734
lcl|CP094940.1_prot_UOM48418.1_1817	K07689
lcl|CP094940.1_prot_UOM48419.1_1818	K03703
lcl|CP094940.1_prot_UOM48420.1_1819	K00995
lcl|CP094940.1_prot_UOM48420.1_1819	K08744
lcl|CP094940.1_prot_UOM48421.1_1820	K01714
lcl|CP094940.1_prot_UOM48422.1_1821	K07039
lcl|CP094940.1_prot_UOM48423.1_1822	K03834
lcl|CP094940.1_prot_UOM48424.1_1824	K02217
lcl|CP094940.1_prot_UOM48425.1_1826	K01808
lcl|CP094940.1_prot_UOM48425.1_1826	K01819
lcl|CP094940.1_prot_UOM49155.1_1829	K03292
lcl|CP094940.1_prot_UOM49155.1_1829	K16210
lcl|CP094940.1_prot_UOM48429.1_1831	K02255
lcl|CP094940.1_prot_UOM48430.1_1833	K10537
lcl|CP094940.1_prot_UOM48431.1_1834	K10441
lcl|CP094940.1_prot_UOM48431.1_1834	K10539
lcl|CP094940.1_prot_UOM49156.1_1835	K10440
lcl|CP094940.1_prot_UOM49156.1_1835	K10538
lcl|CP094940.1_prot_UOM48432.1_1836	K01087
lcl|CP094940.1_prot_UOM48433.1_1837	K00697
lcl|CP094940.1_prot_UOM48434.1_1838	K14064
lcl|CP094940.1_prot_UOM48435.1_1839	K03292
lcl|CP094940.1_prot_UOM48435.1_1839	K16210
lcl|CP094940.1_prot_UOM48436.1_1840	K15532
lcl|CP094940.1_prot_UOM48437.1_1841	K01887
lcl|CP094940.1_prot_UOM48438.1_1842	K09907
lcl|CP094940.1_prot_UOM48439.1_1843	K06201
lcl|CP094940.1_prot_UOM48440.1_1844	K15257
lcl|CP094940.1_prot_UOM48441.1_1845	K15256
lcl|CP094940.1_prot_UOM48442.1_1846	K07136
lcl|CP094940.1_prot_UOM48445.1_1849	K01876
lcl|CP094940.1_prot_UOM48446.1_1850	K08310
lcl|CP094940.1_prot_UOM48448.1_1852	K01159
lcl|CP094940.1_prot_UOM48449.1_1853	K03550
lcl|CP094940.1_prot_UOM48450.1_1854	K03551
lcl|CP094940.1_prot_UOM48451.1_1855	K09816
lcl|CP094940.1_prot_UOM48452.1_1856	K09817
lcl|CP094940.1_prot_UOM48453.1_1857	K09815
lcl|CP094940.1_prot_UOM48454.1_1858	K19304
lcl|CP094940.1_prot_UOM48455.1_1859	K02560
lcl|CP094940.1_prot_UOM48456.1_1860	K00873
lcl|CP094940.1_prot_UOM48457.1_1861	K19337
lcl|CP094940.1_prot_UOM48459.1_1863	K00036
lcl|CP094940.1_prot_UOM48460.1_1864	K01690
lcl|CP094940.1_prot_UOM48461.1_1865	K01625
lcl|CP094940.1_prot_UOM48462.1_1866	K08289
lcl|CP094940.1_prot_UOM48463.1_1867	K09918
lcl|CP094940.1_prot_UOM48465.1_1869	K01354
lcl|CP094940.1_prot_UOM48466.1_1870	K10857
lcl|CP094940.1_prot_UOM49157.1_1871	K02345
lcl|CP094940.1_prot_UOM48467.1_1872	K07156
lcl|CP094940.1_prot_UOM48468.1_1873	K07245
lcl|CP094940.1_prot_UOM48471.1_1876	K09824
lcl|CP094940.1_prot_UOM48472.1_1877	K07313
lcl|CP094940.1_prot_UOM48475.1_1880	K11392
lcl|CP094940.1_prot_UOM48476.1_1881	K06192
lcl|CP094940.1_prot_UOM48477.1_1882	K03808
lcl|CP094940.1_prot_MUB43_09640_1883	K08968
lcl|CP094940.1_prot_UOM48478.1_1884	K03607
lcl|CP094940.1_prot_UOM48479.1_1885	K03797
lcl|CP094940.1_prot_UOM48480.1_1886	K03799
lcl|CP094940.1_prot_UOM48481.1_1887	K08167
lcl|CP094940.1_prot_UOM48481.1_1887	K08169
lcl|CP094940.1_prot_UOM48482.1_1888	K19333
lcl|CP094940.1_prot_UOM48486.1_1893	K03704
lcl|CP094940.1_prot_UOM48487.1_1894	K03587
lcl|CP094940.1_prot_UOM48488.1_1895	K00563
lcl|CP094940.1_prot_UOM48491.1_1898	K02796
lcl|CP094940.1_prot_UOM48492.1_1899	K02746
lcl|CP094940.1_prot_UOM48492.1_1899	K02795
lcl|CP094940.1_prot_UOM48493.1_1900	K02793
lcl|CP094940.1_prot_UOM48493.1_1900	K02794
lcl|CP094940.1_prot_UOM48495.1_1902	K21090
lcl|CP094940.1_prot_UOM48496.1_1903	K01752
lcl|CP094940.1_prot_UOM48498.1_1905	K01665
lcl|CP094940.1_prot_UOM48499.1_1906	K09917
lcl|CP094940.1_prot_UOM48501.1_1908	K03722
lcl|CP094940.1_prot_UOM48502.1_1909	K14742
lcl|CP094940.1_prot_UOM48503.1_1910	K07285
lcl|CP094940.1_prot_UOM48504.1_1911	K01897
lcl|CP094940.1_prot_UOM49158.1_1912	K03684
lcl|CP094940.1_prot_UOM48505.1_1913	K03608
lcl|CP094940.1_prot_UOM48506.1_1914	K03609
lcl|CP094940.1_prot_UOM49159.1_1915	K03610
lcl|CP094940.1_prot_UOM48507.1_1916	K09902
lcl|CP094940.1_prot_UOM48509.1_1918	K09160
lcl|CP094940.1_prot_UOM48511.1_1920	K03611
lcl|CP094940.1_prot_UOM48512.1_1921	K03314
lcl|CP094940.1_prot_UOM48513.1_1922	K03603
lcl|CP094940.1_prot_UOM48514.1_1923	K06415
lcl|CP094940.1_prot_UOM48516.1_1925	K00285
lcl|CP094940.1_prot_UOM48517.1_1926	K01775
lcl|CP094940.1_prot_UOM48518.1_1927	K11105
lcl|CP094940.1_prot_UOM48519.1_1928	K01297
lcl|CP094940.1_prot_UOM48520.1_1929	K08308
lcl|CP094940.1_prot_UOM48521.1_1930	K02014
lcl|CP094940.1_prot_UOM48522.1_1931	K01194
lcl|CP094940.1_prot_UOM48526.1_1936	K07395
lcl|CP094940.1_prot_UOM48529.1_1941	K07592
lcl|CP094940.1_prot_UOM48530.1_1942	K01754
lcl|CP094940.1_prot_UOM48531.1_1943	K03838
lcl|CP094940.1_prot_UOM48532.1_1944	K00925
lcl|CP094940.1_prot_UOM48532.1_1944	K00932
lcl|CP094940.1_prot_UOM49161.1_1945	K00656
lcl|CP094940.1_prot_UOM49162.1_1947	K01999
lcl|CP094940.1_prot_UOM48534.1_1948	K01997
lcl|CP094940.1_prot_UOM48535.1_1949	K01998
lcl|CP094940.1_prot_UOM48536.1_1950	K01995
lcl|CP094940.1_prot_UOM48537.1_1951	K01996
lcl|CP094940.1_prot_UOM48538.1_1952	K21645
lcl|CP094940.1_prot_UOM48539.1_1953	K01610
lcl|CP094940.1_prot_UOM48540.1_1954	K00657
lcl|CP094940.1_prot_UOM48542.1_1956	K03288
lcl|CP094940.1_prot_UOM48543.1_1957	K02020
lcl|CP094940.1_prot_UOM48543.1_1957	K22003
lcl|CP094940.1_prot_UOM49163.1_1960	K06177
lcl|CP094940.1_prot_UOM48546.1_1961	K09912
lcl|CP094940.1_prot_UOM48548.1_1963	K11893
lcl|CP094940.1_prot_UOM48549.1_1964	K11892
lcl|CP094940.1_prot_UOM48551.1_1967	K11904
lcl|CP094940.1_prot_UOM48558.1_1979	K11891
lcl|CP094940.1_prot_UOM48559.1_1980	K11896
lcl|CP094940.1_prot_UOM48560.1_1981	K11895
lcl|CP094940.1_prot_UOM48561.1_1982	K11906
lcl|CP094940.1_prot_UOM48562.1_1983	K11905
lcl|CP094940.1_prot_UOM48563.1_1984	K11911
lcl|CP094940.1_prot_UOM48564.1_1985	K10439
lcl|CP094940.1_prot_UOM48564.1_1985	K17213
lcl|CP094940.1_prot_UOM48566.1_1987	K06942
lcl|CP094940.1_prot_UOM48567.1_1988	K01056
lcl|CP094940.1_prot_UOM48570.1_1991	K03321
lcl|CP094940.1_prot_UOM48571.1_1992	K00948
lcl|CP094940.1_prot_UOM49167.1_1993	K00919
lcl|CP094940.1_prot_UOM48572.1_1994	K02494
lcl|CP094940.1_prot_UOM48573.1_1995	K02492
lcl|CP094940.1_prot_UOM48574.1_1996	K02835
lcl|CP094940.1_prot_UOM49168.1_1997	K02493
lcl|CP094940.1_prot_UOM48577.1_2000	K01627
lcl|CP094940.1_prot_UOM48578.1_2001	K07300
lcl|CP094940.1_prot_UOM48579.1_2002	K06197
lcl|CP094940.1_prot_UOM48580.1_2003	K07232
lcl|CP094940.1_prot_UOM48582.1_2005	K06039
lcl|CP094940.1_prot_UOM48584.1_2007	K15576
lcl|CP094940.1_prot_UOM48584.1_2007	K22067
lcl|CP094940.1_prot_UOM48585.1_2008	K15577
lcl|CP094940.1_prot_UOM48586.1_2009	K15578
lcl|CP094940.1_prot_UOM48587.1_2010	K00362
lcl|CP094940.1_prot_UOM48588.1_2011	K00372
lcl|CP094940.1_prot_UOM48589.1_2012	K13735
lcl|CP094940.1_prot_UOM48590.1_2013	K07684
lcl|CP094940.1_prot_UOM48591.1_2014	K07673
lcl|CP094940.1_prot_UOM48592.1_2015	K02575
lcl|CP094940.1_prot_UOM48593.1_2017	K00370
lcl|CP094940.1_prot_UOM48594.1_2018	K00371
lcl|CP094940.1_prot_UOM48595.1_2019	K00373
lcl|CP094940.1_prot_UOM48596.1_2020	K00374
lcl|CP094940.1_prot_UOM48598.1_2022	K03719
lcl|CP094940.1_prot_UOM48599.1_2023	K01433
lcl|CP094940.1_prot_UOM48600.1_2024	K09858
lcl|CP094940.1_prot_UOM48601.1_2025	K07001
lcl|CP094940.1_prot_UOM48602.1_2026	K02485
lcl|CP094940.1_prot_UOM48602.1_2026	K07315
lcl|CP094940.1_prot_UOM48603.1_2027	K00963
lcl|CP094940.1_prot_UOM48604.1_2028	K03746
lcl|CP094940.1_prot_UOM48604.1_2028	K11685
lcl|CP094940.1_prot_UOM48606.1_2030	K00857
lcl|CP094940.1_prot_UOM48607.1_2031	K04072
lcl|CP094940.1_prot_UOM48609.1_2033	K05595
lcl|CP094940.1_prot_UOM48610.1_2034	K15580
lcl|CP094940.1_prot_UOM48611.1_2035	K15581
lcl|CP094940.1_prot_UOM48612.1_2036	K15582
lcl|CP094940.1_prot_UOM48613.1_2037	K02031
lcl|CP094940.1_prot_UOM48613.1_2037	K12371
lcl|CP094940.1_prot_UOM48613.1_2037	K15583
lcl|CP094940.1_prot_UOM48614.1_2038	K02032
lcl|CP094940.1_prot_UOM48614.1_2038	K10823
lcl|CP094940.1_prot_UOM48614.1_2038	K12372
lcl|CP094940.1_prot_UOM48615.1_2039	K10716
lcl|CP094940.1_prot_UOM48616.1_2040	K09901
lcl|CP094940.1_prot_UOM48617.1_2041	K06131
lcl|CP094940.1_prot_UOM48621.1_2045	K05527
lcl|CP094940.1_prot_UOM48621.1_2045	K09780
lcl|CP094940.1_prot_UOM48622.1_2046	K03832
lcl|CP094940.1_prot_UOM48625.1_2049	K16370
lcl|CP094940.1_prot_UOM48626.1_2050	K07283
lcl|CP094940.1_prot_UOM48628.1_2052	K01868
lcl|CP094940.1_prot_UOM49170.1_2053	K02520
lcl|CP094940.1_prot_UOM48629.1_2054	K02916
lcl|CP094940.1_prot_UOM48630.1_2055	K02887
lcl|CP094940.1_prot_UOM48631.1_2057	K01889
lcl|CP094940.1_prot_UOM48632.1_2058	K01890
lcl|CP094940.1_prot_UOM48633.1_2059	K04764
lcl|CP094940.1_prot_UOM48635.1_2061	K00285
lcl|CP094940.1_prot_UOM48638.1_2064	K06073
lcl|CP094940.1_prot_UOM48639.1_2065	K02073
lcl|CP094940.1_prot_UOM48640.1_2066	K00432
lcl|CP094940.1_prot_UOM48641.1_2067	K06074
lcl|CP094940.1_prot_UOM48642.1_2068	K13694
lcl|CP094940.1_prot_UOM48642.1_2068	K13695
lcl|CP094940.1_prot_UOM48643.1_2069	K08997
lcl|CP094940.1_prot_UOM48645.1_2071	K01626
lcl|CP094940.1_prot_UOM48646.1_2072	K09773
lcl|CP094940.1_prot_UOM48648.1_2074	K01007
lcl|CP094940.1_prot_UOM48650.1_2077	K19222
lcl|CP094940.1_prot_UOM48654.1_2081	K00549
lcl|CP094940.1_prot_UOM48655.1_2083	K02013
lcl|CP094940.1_prot_UOM48656.1_2084	K02015
lcl|CP094940.1_prot_UOM48657.1_2085	K02016
lcl|CP094940.1_prot_UOM48661.1_2090	K18138
lcl|CP094940.1_prot_UOM48661.1_2090	K18303
lcl|CP094940.1_prot_UOM48662.1_2091	K00101
lcl|CP094940.1_prot_UOM48664.1_2094	K05997
lcl|CP094940.1_prot_UOM48664.1_2094	K13628
lcl|CP094940.1_prot_UOM48665.1_2095	K09014
lcl|CP094940.1_prot_UOM48666.1_2096	K09013
lcl|CP094940.1_prot_UOM48667.1_2097	K09015
lcl|CP094940.1_prot_UOM48668.1_2098	K01766
lcl|CP094940.1_prot_UOM48668.1_2098	K11717
lcl|CP094940.1_prot_UOM48669.1_2099	K02426
lcl|CP094940.1_prot_UOM48669.1_2099	K07125
lcl|CP094940.1_prot_UOM48670.1_2100	K16291
lcl|CP094940.1_prot_UOM48670.1_2100	K19234
lcl|CP094940.1_prot_UOM48670.1_2100	K19235
lcl|CP094940.1_prot_UOM48670.1_2100	K19236
lcl|CP094940.1_prot_UOM48671.1_2101	K06078
lcl|CP094940.1_prot_UOM48672.1_2102	K00873
lcl|CP094940.1_prot_UOM48676.1_2107	K00457
lcl|CP094940.1_prot_UOM48677.1_2108	K08194
lcl|CP094940.1_prot_UOM48678.1_2109	K00014
lcl|CP094940.1_prot_UOM48679.1_2110	K02020
lcl|CP094940.1_prot_UOM48680.1_2111	K02013
lcl|CP094940.1_prot_UOM48681.1_2112	K02015
lcl|CP094940.1_prot_UOM48682.1_2113	K02016
lcl|CP094940.1_prot_UOM48683.1_2114	K05818
lcl|CP094940.1_prot_UOM48684.1_2115	K05712
lcl|CP094940.1_prot_UOM48685.1_2116	K04099
lcl|CP094940.1_prot_UOM48685.1_2116	K05713
lcl|CP094940.1_prot_UOM48686.1_2117	K05714
lcl|CP094940.1_prot_UOM49176.1_2118	K02554
lcl|CP094940.1_prot_UOM48687.1_2119	K04073
lcl|CP094940.1_prot_UOM48688.1_2120	K01649
lcl|CP094940.1_prot_UOM48688.1_2120	K01666
lcl|CP094940.1_prot_UOM48689.1_2121	K05819
lcl|CP094940.1_prot_UOM48690.1_2122	K05810
lcl|CP094940.1_prot_MUB43_10885_2126	K04091
lcl|CP094940.1_prot_UOM48695.1_2128	K15553
lcl|CP094940.1_prot_UOM48696.1_2129	K02051
lcl|CP094940.1_prot_UOM48697.1_2130	K02050
lcl|CP094940.1_prot_UOM48698.1_2131	K02049
lcl|CP094940.1_prot_UOM48699.1_2132	K02014
lcl|CP094940.1_prot_UOM48700.1_2133	K02013
lcl|CP094940.1_prot_UOM48701.1_2134	K02015
lcl|CP094940.1_prot_UOM48702.1_2135	K02015
lcl|CP094940.1_prot_UOM49177.1_2136	K02016
lcl|CP094940.1_prot_UOM48703.1_2138	K02030
lcl|CP094940.1_prot_UOM48703.1_2138	K10036
lcl|CP094940.1_prot_UOM48704.1_2139	K02029
lcl|CP094940.1_prot_UOM49178.1_2140	K02028
lcl|CP094940.1_prot_UOM49178.1_2140	K02029
lcl|CP094940.1_prot_UOM49178.1_2140	K10004
lcl|CP094940.1_prot_UOM49178.1_2140	K10010
lcl|CP094940.1_prot_UOM49178.1_2140	K10038
lcl|CP094940.1_prot_UOM48706.1_2143	K08160
lcl|CP094940.1_prot_UOM48710.1_2147	K00123
lcl|CP094940.1_prot_UOM48710.1_2147	K22015
lcl|CP094940.1_prot_UOM48711.1_2148	K13574
lcl|CP094940.1_prot_UOM48712.1_2149	K02012
lcl|CP094940.1_prot_UOM48713.1_2150	K02011
lcl|CP094940.1_prot_UOM48714.1_2151	K02010
lcl|CP094940.1_prot_UOM48716.1_2153	K06152
lcl|CP094940.1_prot_UOM48717.1_2154	K06151
lcl|CP094940.1_prot_UOM48719.1_2156	K02193
lcl|CP094940.1_prot_UOM48720.1_2157	K02194
lcl|CP094940.1_prot_UOM48721.1_2158	K02195
lcl|CP094940.1_prot_UOM48722.1_2159	K02196
lcl|CP094940.1_prot_UOM48723.1_2160	K02197
lcl|CP094940.1_prot_UOM48724.1_2161	K02198
lcl|CP094940.1_prot_UOM48725.1_2162	K02199
lcl|CP094940.1_prot_MUB43_11070_2163	K02200
lcl|CP094940.1_prot_UOM48726.1_2164	K02198
lcl|CP094940.1_prot_UOM48726.1_2164	K02200
lcl|CP094940.1_prot_MUB43_11080_2165	K07497
lcl|CP094940.1_prot_UOM48729.1_2168	K07642
lcl|CP094940.1_prot_UOM48729.1_2168	K18143
lcl|CP094940.1_prot_UOM48730.1_2169	K18144
lcl|CP094940.1_prot_UOM48732.1_2172	K03296
lcl|CP094940.1_prot_UOM48732.1_2172	K18146
lcl|CP094940.1_prot_UOM48734.1_2175	K03366
lcl|CP094940.1_prot_UOM48735.1_2176	K01652
lcl|CP094940.1_prot_UOM48736.1_2177	K01575
lcl|CP094940.1_prot_UOM48737.1_2178	K05817
lcl|CP094940.1_prot_UOM48737.1_2178	K21757
lcl|CP094940.1_prot_UOM48738.1_2179	K00019
lcl|CP094940.1_prot_UOM48740.1_2181	K00074
lcl|CP094940.1_prot_UOM48741.1_2182	K00626
lcl|CP094940.1_prot_UOM48742.1_2183	K01029
lcl|CP094940.1_prot_UOM48743.1_2184	K01028
lcl|CP094940.1_prot_UOM48743.1_2184	K01031
lcl|CP094940.1_prot_UOM48744.1_2185	K17737
lcl|CP094940.1_prot_UOM48746.1_2187	K09824
lcl|CP094940.1_prot_UOM48748.1_2190	K02050
lcl|CP094940.1_prot_UOM48749.1_2191	K02049
lcl|CP094940.1_prot_UOM48750.1_2192	K02051
lcl|CP094940.1_prot_UOM48751.1_2193	K01470
lcl|CP094940.1_prot_UOM48752.1_2194	K09022
lcl|CP094940.1_prot_UOM48753.1_2195	K01485
lcl|CP094940.1_prot_UOM48756.1_2198	K02051
lcl|CP094940.1_prot_UOM48760.1_2202	K18900
lcl|CP094940.1_prot_UOM48767.1_2209	K02032
lcl|CP094940.1_prot_UOM48767.1_2209	K10823
lcl|CP094940.1_prot_UOM48767.1_2209	K10824
lcl|CP094940.1_prot_UOM48767.1_2209	K12372
lcl|CP094940.1_prot_UOM48768.1_2210	K02031
lcl|CP094940.1_prot_UOM48768.1_2210	K12371
lcl|CP094940.1_prot_UOM48768.1_2210	K15583
lcl|CP094940.1_prot_UOM48769.1_2211	K02034
lcl|CP094940.1_prot_UOM48770.1_2212	K02033
lcl|CP094940.1_prot_UOM48771.1_2213	K02035
lcl|CP094940.1_prot_UOM48772.1_2214	K19271
lcl|CP094940.1_prot_UOM48773.1_2215	K01759
lcl|CP094940.1_prot_UOM48776.1_2218	K01673
lcl|CP094940.1_prot_UOM48783.1_2225	K03566
lcl|CP094940.1_prot_UOM48788.1_2230	K06966
lcl|CP094940.1_prot_UOM48790.1_2232	K03327
lcl|CP094940.1_prot_UOM48791.1_2233	K00793
lcl|CP094940.1_prot_UOM48792.1_2234	K00574
lcl|CP094940.1_prot_UOM48795.1_2237	K02529
lcl|CP094940.1_prot_UOM48795.1_2237	K03604
lcl|CP094940.1_prot_UOM48797.1_2239	K18567
lcl|CP094940.1_prot_UOM48797.1_2239	K19577
lcl|CP094940.1_prot_UOM48798.1_2240	K04564
lcl|CP094940.1_prot_UOM48799.1_2241	K12243
lcl|CP094940.1_prot_UOM48799.1_2241	K13632
lcl|CP094940.1_prot_UOM48800.1_2242	K01183
lcl|CP094940.1_prot_UOM48800.1_2242	K19303
lcl|CP094940.1_prot_UOM48801.1_2243	K07390
lcl|CP094940.1_prot_UOM48802.1_2244	K03683
lcl|CP094940.1_prot_UOM48803.1_2245	K01759
lcl|CP094940.1_prot_UOM48804.1_2246	K10680
lcl|CP094940.1_prot_UOM48805.1_2247	K16137
lcl|CP094940.1_prot_UOM48806.1_2248	K06938
lcl|CP094940.1_prot_UOM48808.1_2250	K04565
lcl|CP094940.1_prot_UOM48809.1_2251	K03468
lcl|CP094940.1_prot_UOM48812.1_2254	K06075
lcl|CP094940.1_prot_UOM48814.1_2256	K06077
lcl|CP094940.1_prot_UOM48815.1_2257	K09001
lcl|CP094940.1_prot_UOM49182.1_2259	K00275
lcl|CP094940.1_prot_UOM48817.1_2260	K01866
lcl|CP094940.1_prot_UOM48818.1_2261	K00868
lcl|CP094940.1_prot_UOM48819.1_2262	K00799
lcl|CP094940.1_prot_UOM48820.1_2263	K03305
lcl|CP094940.1_prot_UOM48821.1_2264	K10773
lcl|CP094940.1_prot_UOM48822.1_2265	K03613
lcl|CP094940.1_prot_UOM49183.1_2266	K03612
lcl|CP094940.1_prot_UOM48823.1_2267	K03614
lcl|CP094940.1_prot_UOM48824.1_2268	K03615
lcl|CP094940.1_prot_UOM48825.1_2269	K03616
lcl|CP094940.1_prot_UOM48826.1_2270	K03617
lcl|CP094940.1_prot_UOM48829.1_2273	K01223
lcl|CP094940.1_prot_UOM48829.1_2273	K05350
lcl|CP094940.1_prot_UOM48831.1_2275	K16044
lcl|CP094940.1_prot_UOM48832.1_2276	K01488
lcl|CP094940.1_prot_UOM48836.1_2281	K12262
lcl|CP094940.1_prot_UOM48838.1_2283	K00121
lcl|CP094940.1_prot_UOM48839.1_2284	K00117
lcl|CP094940.1_prot_UOM48839.1_2284	K05358
lcl|CP094940.1_prot_UOM48840.1_2285	K02623
lcl|CP094940.1_prot_UOM48840.1_2285	K14057
lcl|CP094940.1_prot_UOM48841.1_2286	K00448
lcl|CP094940.1_prot_UOM48842.1_2287	K00449
lcl|CP094940.1_prot_UOM48844.1_2289	K03929
lcl|CP094940.1_prot_UOM48845.1_2290	K00055
lcl|CP094940.1_prot_UOM48846.1_2291	K03670
lcl|CP094940.1_prot_UOM48847.1_2292	K03817
lcl|CP094940.1_prot_UOM48849.1_2294	K03304
lcl|CP094940.1_prot_UOM48850.1_2295	K16868
lcl|CP094940.1_prot_UOM48853.1_2298	K07506
lcl|CP094940.1_prot_UOM48854.1_2299	K05782
lcl|CP094940.1_prot_UOM48857.1_2302	K08303
lcl|CP094940.1_prot_UOM48861.1_2306	K00426
lcl|CP094940.1_prot_UOM48862.1_2307	K00425
lcl|CP094940.1_prot_UOM48864.1_2309	K02055
lcl|CP094940.1_prot_UOM48865.1_2310	K02052
lcl|CP094940.1_prot_UOM48865.1_2310	K11072
lcl|CP094940.1_prot_UOM48865.1_2310	K11076
lcl|CP094940.1_prot_UOM48866.1_2311	K02054
lcl|CP094940.1_prot_UOM48867.1_2312	K02053
lcl|CP094940.1_prot_UOM48868.1_2313	K00137
lcl|CP094940.1_prot_UOM48875.1_2320	K00141
lcl|CP094940.1_prot_MUB43_11880_2322	K12368
lcl|CP094940.1_prot_UOM48877.1_2324	K09936
lcl|CP094940.1_prot_UOM48878.1_2325	K03823
lcl|CP094940.1_prot_UOM48880.1_2327	K07119
lcl|CP094940.1_prot_UOM48881.1_2328	K01239
lcl|CP094940.1_prot_UOM48881.1_2328	K01250
lcl|CP094940.1_prot_UOM48884.1_2332	K02014
lcl|CP094940.1_prot_UOM48887.1_2335	K11738
lcl|CP094940.1_prot_UOM48891.1_2339	K21613
lcl|CP094940.1_prot_UOM48892.1_2341	K03829
lcl|CP094940.1_prot_UOM48893.1_2342	K02029
lcl|CP094940.1_prot_UOM48894.1_2343	K02028
lcl|CP094940.1_prot_UOM48894.1_2343	K02029
lcl|CP094940.1_prot_UOM48894.1_2343	K10004
lcl|CP094940.1_prot_UOM48894.1_2343	K10010
lcl|CP094940.1_prot_UOM48894.1_2343	K10038
lcl|CP094940.1_prot_UOM49185.1_2344	K02030
lcl|CP094940.1_prot_UOM48895.1_2345	K11208
lcl|CP094940.1_prot_UOM48896.1_2346	K01821
lcl|CP094940.1_prot_UOM48897.1_2347	K07726
lcl|CP094940.1_prot_UOM48899.1_2349	K16077
lcl|CP094940.1_prot_UOM48900.1_2350	K03292
lcl|CP094940.1_prot_UOM48900.1_2350	K11104
lcl|CP094940.1_prot_UOM48902.1_2352	K02855
lcl|CP094940.1_prot_UOM48904.1_2354	K02010
lcl|CP094940.1_prot_UOM48905.1_2355	K02012
lcl|CP094940.1_prot_UOM48906.1_2356	K02011
lcl|CP094940.1_prot_UOM48907.1_2357	K00675
lcl|CP094940.1_prot_MUB43_12060_2358	K07497
lcl|CP094940.1_prot_UOM48908.1_2359	K00374
lcl|CP094940.1_prot_UOM48909.1_2360	K00373
lcl|CP094940.1_prot_UOM48910.1_2361	K00371
lcl|CP094940.1_prot_UOM48911.1_2362	K00370
lcl|CP094940.1_prot_UOM48912.1_2363	K02575
lcl|CP094940.1_prot_UOM48914.1_2365	K08167
lcl|CP094940.1_prot_UOM49186.1_2366	K02624
lcl|CP094940.1_prot_UOM49187.1_2367	K01856
lcl|CP094940.1_prot_UOM48915.1_2368	K03464
lcl|CP094940.1_prot_UOM48916.1_2369	K03381
lcl|CP094940.1_prot_UOM48917.1_2370	K05549
lcl|CP094940.1_prot_UOM48918.1_2371	K05550
lcl|CP094940.1_prot_UOM48919.1_2372	K05784
lcl|CP094940.1_prot_UOM48919.1_2372	K14581
lcl|CP094940.1_prot_UOM48919.1_2372	K16161
lcl|CP094940.1_prot_UOM48920.1_2373	K05783
lcl|CP094940.1_prot_UOM48922.1_2375	K00123
lcl|CP094940.1_prot_UOM48922.1_2375	K08348
lcl|CP094940.1_prot_UOM48923.1_2376	K00124
lcl|CP094940.1_prot_UOM48923.1_2376	K08349
lcl|CP094940.1_prot_UOM49188.1_2377	K00127
lcl|CP094940.1_prot_UOM49188.1_2377	K08350
lcl|CP094940.1_prot_UOM49189.1_2378	K19163
lcl|CP094940.1_prot_UOM48924.1_2380	K22468
lcl|CP094940.1_prot_UOM48926.1_2382	K08156
lcl|CP094940.1_prot_UOM48929.1_2385	K02031
lcl|CP094940.1_prot_UOM48929.1_2385	K02032
lcl|CP094940.1_prot_UOM48929.1_2385	K13892
lcl|CP094940.1_prot_UOM48929.1_2385	K13896
lcl|CP094940.1_prot_UOM48929.1_2385	K19229
lcl|CP094940.1_prot_UOM48929.1_2385	K19230
lcl|CP094940.1_prot_UOM48930.1_2386	K02034
lcl|CP094940.1_prot_UOM48931.1_2387	K02033
lcl|CP094940.1_prot_UOM48932.1_2388	K02035
lcl|CP094940.1_prot_UOM48933.1_2389	K00001
lcl|CP094940.1_prot_UOM48933.1_2389	K13953
lcl|CP094940.1_prot_UOM48934.1_2390	K01507
lcl|CP094940.1_prot_UOM48937.1_2396	K00027
lcl|CP094940.1_prot_UOM48937.1_2396	K00029
lcl|CP094940.1_prot_UOM48939.1_2398	K02972
lcl|CP094940.1_prot_UOM48944.1_2403	K06884
lcl|CP094940.1_prot_UOM48948.1_2407	K05343
lcl|CP094940.1_prot_UOM48953.1_2413	K04063
lcl|CP094940.1_prot_UOM48955.1_2415	K02030
lcl|CP094940.1_prot_UOM48958.1_2418	K08994
lcl|CP094940.1_prot_UOM48960.1_2420	K11921
lcl|CP094940.1_prot_UOM48961.1_2421	K08369
lcl|CP094940.1_prot_UOM48962.1_2422	K07507
lcl|CP094940.1_prot_UOM48963.1_2423	K06916
lcl|CP094940.1_prot_UOM48964.1_2424	K03782
lcl|CP094940.1_prot_UOM48966.1_2426	K09936
lcl|CP094940.1_prot_UOM48967.1_2427	K09936
lcl|CP094940.1_prot_UOM48968.1_2428	K05515
lcl|CP094940.1_prot_UOM48969.1_2429	K01951
lcl|CP094940.1_prot_UOM48971.1_2431	K06139
lcl|CP094940.1_prot_UOM48972.1_2432	K06138
lcl|CP094940.1_prot_UOM48973.1_2433	K06137
